timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,1.4509793743657444,0.9823753866368644,17.61956315115657,0.6849225509938467,-0.009264545696223456,0.5723548953243136
0.02,5.399512418298521,3.5809241463584676,18.020539966601866,-0.6138495725498614,0.08762599282136774,1.0977798561216319
0.04,9.504572119884786,4.101250843345691,18.68315509939361,-1.573476070560661,-0.7827586606580614,1.0112420210474202
0.06,12.685149226954719,4.0098872599743,16.591226411443206,-1.3190479027172088,0.1874150955293248,2.247070899394761
0.08,12.5327876124622,2.6553273059207543,13.314060175857907,2.0023218681835906,-0.20648004067728037,1.6225243459645364
0.1,9.057032617377294,2.6256929138874203,9.139122769910035,-0.4783522384096139,0.6506657930776522,1.6569677252633876
0.12,6.521850526648413,0.2635363534696112,6.449655127401833,0.8769264503053251,0.48898741439113746,2.230583055605509
0.14,3.6059093650837406,0.05269703494860878,4.022681125933775,-1.0382050294758525,0.7936576982001021,0.8931103154945534
0.16,0.3635890345567426,-2.9665458380026717,2.4446792644360835,0.14308377890633492,-0.5630192686187939,-0.30312937840493465
0.18,-3.275649671346925,-3.767000581263787,-1.2744083276291909,0.27872577434291923,0.7719990007144916,-0.5875527353927805
0.2,-4.773645721761241,-3.8764781607515917,3.223597673319359,2.269129608881096,0.05644471927869621,-0.5697501665177541
0.22,-6.0528283892324914,-2.847417352565519,3.9909527009452033,-0.25428699101534663,0.4141126651839193,-1.1733532555360926
0.24,-7.093431663462919,-2.7237718169963596,5.678125145908119,-0.5690144392729951,0.4046285450725902,-1.0533675929780313
0.26,-5.53740642561904,-1.3775967944530088,10.40822034009058,0.2807468874805174,0.2754329966804536,-0.5155296358371604
0.28,-1.7673269793236215,-0.19365556423081032,12.316081253119137,-0.739810069575564,-0.6529344631505809,0.5881526048898313
0.3,2.52648939226613,1.8411095671468958,15.488138686996354,0.327661511451369,0.5730483732496751,-0.5466265156548333
0.32,5.847554612499741,2.800452898558892,21.067022762603035,-0.04279076368358725,0.21100710726088182,0.8829809930655521
0.34,8.128248945641285,2.974143803177714,18.164488191206424,-0.6030541235346671,-0.8838512616634542,1.2824409166493134
0.36,10.089891071770266,3.835500382826787,18.085132046709628,0.39550714705699386,-0.2902083483216029,1.2015001566750971
0.38,10.247247709799545,3.3514676776837686,14.445278614276555,0.08665709548327125,-0.7278489975144539,1.1752379755346227
0.4,10.608895045553735,4.058398093033968,10.925284159475071,0.6082563512346083,-0.8557243701262763,2.174639516309495
