timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,2.544899767573406,-2.542197094749164,32.1338000825138,-3.042473714081377,-1.2139096578799666,-0.5710392919012334
0.02,3.3097769228452036,-0.8845322863640851,33.303880866037154,-0.16537202795774347,-0.37474536686501325,0.36869205349013257
0.04,1.056937927854038,-0.4825062174622943,29.712776555432914,0.5008384029178379,0.9762106093303552,0.4159097210748704
0.06,-0.3104814444315743,-2.354406096949697,33.412935197713935,2.1043973651677477,2.09412499663198,-0.5424672254709358
0.08,4.112257780848283,0.6748506922842222,33.65664155436789,2.530185739084925,1.7364521457478492,0.22250379978241416
0.1,2.2562082452400762,2.581268642661316,30.79592668833141,0.7257429736125074,-2.106189006567107,-1.17839702307897
0.12,-1.8063715612595748,1.178349013301377,31.10838340449184,-2.7837560291097487,0.9174837090396888,-0.7408064163821633
0.14,3.3923344384728833,-1.1496508816138065,30.674571757685097,0.4553348582351044,0.3827785918714343,-0.692013826686341
0.16,-0.3698800865793824,-0.004937401638654178,35.47569254139324,-0.9255529466977321,0.7312098145333988,-0.989136720655681
0.18,1.60204066822646,0.1923876906984697,33.727566149278175,-0.2370085317942449,-0.730587621940026,-0.14529656169728658
0.2,3.5197602682715265,0.23090052615842013,8.859836039036347,-1.8931765859660636,0.5807351541783675,-0.12966848691530683
0.22,0.2463275012520354,0.0808922133337004,9.597832568926702,-0.6291616987360009,0.7497181678792874,0.12745696374272183
0.24,0.8554261254462945,-0.2232316351610547,12.446166992866484,-0.728423668191569,0.31029779869274265,-0.13461817487836467
0.26,2.0090386062691725,-0.6874949977062205,11.985392054642672,0.17335547071432106,1.2628176615782696,1.2099647704611907
0.28,-0.5702970979053256,0.823882750813988,12.709618847082583,0.1624423316553069,-0.41668038347137015,-0.482416993847421
0.3,3.90805635492404,1.7171702911458702,10.55841143363719,-1.615617075750572,0.6384698126546655,-0.8987087521147453
0.32,1.6178789315771023,-0.6826935521999068,9.936955105008114,-2.4821216865998528,-0.49719959282902915,-1.3261135758461398
0.34,6.1663054496369005,-1.4070244396404659,6.76680361571518,-2.462946438444887,0.31299206137445906,-0.44033649695892196
0.36,2.5210058591260505,1.3304975183000864,11.303516801119711,-2.314477050148352,-0.5012202537022845,-0.4208623443323256
0.38,2.9524961145383033,0.05212236728014285,13.134156662326484,0.35708613850528537,0.1654420731347164,0.8886426788636554
0.4,0.03684849667807255,-1.7036245349700376,8.842175471450451,0.4487027535469492,1.0398360529743702,-0.38835088952502383
0.42,1.7059364308618181,-0.7063213992247257,12.627978902673927,0.6204196954625174,0.13086726533977958,-0.007680031988345513
0.44,1.9648442339992993,1.8837199379190201,9.026061629715832,-2.1132758477664444,-1.1771580250511682,-0.0803493025883873
0.46,1.8216233559803516,-0.08427581507536551,11.37731274700427,-1.2090128845338128,-0.4555315183241443,-1.4493306787769589
0.48,-1.21461384529559,0.9761348244569479,10.644409155424938,-1.2886024132109335,0.8909376067455413,0.8789928176632374
0.5,1.234554082960426,-1.9434819069801752,8.772903487273226,0.059321467260077115,0.46008861801586126,-0.5567747672038751
0.52,0.1498068879049893,-0.9224465268701731,9.070096449794463,0.21830119670740672,0.6425679447888452,0.5366752118691851
0.54,0.7766827798004493,1.620101810660099,8.539114778673673,1.1941217350026943,-1.7462180117668284,-0.4605072247467707
0.56,2.296468300963411,-0.0936636320671189,7.721876430346958,-0.24174666697661007,-1.1006272641586985,-0.4530042951251916
0.58,0.43506376635865196,0.9919152373169668,10.382891982534833,4.64162471796718,1.6054126087510499,-0.6957005209757695
0.6,3.9557640284989906,1.2172834852888725,8.555362162394207,1.3697978556056871,1.564576550598657,-0.2669251146396993
0.62,2.288974595669823,-0.03666417806651483,10.521346495645329,-0.8475130941506483,0.5936763593616393,0.4845494545429147
0.64,1.585948168013834,0.18615318784991744,12.32367322337336,-0.8975632218347149,1.076655497548163,-1.1196840889104596
0.66,1.5161397949431326,-0.7492831025204947,9.943936126015076,0.8030260549167023,-1.7736201489158654,0.6663286971312666
0.68,1.2292762342828847,-2.4795070307374734,29.259796248208854,-0.8447172547239907,0.5242959620107718,0.7431248016866954
0.7,3.4073792290968865,1.5077140484683889,32.071760063410125,-1.1435034782823907,-2.2840239446145767,-0.39923829718243803
0.72,-1.4654885948904464,2.155842244911257,28.902350265081136,-0.6731455767899646,1.2830761650023754,-1.1408515597606528
0.74,2.2851249109726894,-0.7770763258205337,30.710171200316303,0.3003660010845341,0.9738263283856339,0.29516932777839416
0.76,-0.3836309545446829,2.277303886483658,24.073279552088227,0.4130930805838028,-0.9125456418323092,-0.10199669985037861
0.78,0.6672503187343618,1.0114200316580713,31.891359463151556,-2.9881991080150008,-0.22912850335790488,0.47776923411900313
0.8,1.1931170210330813,-2.4844439033146495,31.60192855373408,-0.9108637601803562,0.9957017555605124,-1.3937863123419696
0.82,-0.10121426947506007,-1.5247416670259009,25.535223359028667,1.623569536004337,-0.4663824614943213,-1.3172038483130202
0.84,1.6788890220139643,-3.182261147580967,28.37288240540269,3.488905186680036,-1.2616967714541305,1.6529584361115806
